Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Travis Kelce,0,0,0,0,0,0,0,0,0,0,10,159,0,0,0,0
Jimmy Graham,0,0,0,0,0,0,0,0,0,0,6,55,1,0,0,0
Irv Smith,0,0,0,0,0,0,0,0,0,0,2,10,2,0,0,0
Evan Engram,0,0,0,0,0,0,0,0,0,0,5,48,1,0,0,0
T.J. Hockenson,0,0,0,0,0,0,0,0,0,0,5,39,1,0,0,0
Darren Waller,0,0,0,0,0,0,0,0,0,0,5,22,1,0,0,0
Hayden Hurst,0,0,0,0,0,0,0,0,0,0,7,62,0,0,0,0
Adam Trautman,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0
Jonnu Smith,0,0,0,0,0,0,0,0,0,0,2,32,1,0,0,0
Jacob Hollister,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
Eric Ebron,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0
Josh Hill,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0
Darrell Daniels,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0
Dalton Schultz,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Tyler Eifert,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Ross Dwelley,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0
Nick Boyle,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Maxx Williams,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
Kyle Rudolph,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0
Marcedes Lewis,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Tyler Kroft,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Hunter Henry,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
Mike Gesicki,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
Noah Fant,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
Mo Alie-Cox,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
Logan Thomas,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
Mark Andrews,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
Ryan Griffin,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
Anthony Firkser,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Darren Fells,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
Jared Cook,0,0,0,0,0,0,0,0,0,0,2,30,0,0,1,0
Greg Olsen,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Will Dissly,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0
Jordan Akins,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Nick Vannett,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Luke Stocker,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Durham Smythe,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
Dan Arnold,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Jason Witten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Robert Tonyan,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Levine Toilolo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ian Thomas,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Jace Sternberger,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Kaden Smith,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Jordan Reed,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Albert Okwuegbunam,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
James O'Shaughnessy,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Vance McDonald,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Jesse James,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rob Gronkowski,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Trey Burton,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Blake Bell,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0
John Lovett,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
